text,label
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.)  v_return_cd - v_return_textORA- BPQ was called, but returned an error NSP interface circuitUnconfigured MaxSubs or Bandwidth in Wire Center. Check for valid TN. What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.)  am not able to record issue all of the circuits on NGMSS PSR /  PSR  which is causing an issue at DD.   have already done the group disconnect, but can' record issue any of the circuits.  Thank you for your help! What is your MSS Login ID  ",Miscellaneous
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) STUCK IN BBCOMP; ERROR DLRD TASK IN REMASGN QUEUE WAS NOT PROCESSED PROPERLY. PLEASE RE OPEN DLRD TASK AND COMPELTE AGAIN. (TN -JUST REMOVING FROM )  What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) STUCK IN BB COMP   PHONE  NEED TO DISCONNECT SVC PLEASE INCLUDE THESE NOTES WITH EMAIL What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) CANT FIND  RECORD. STUCK ON PIN  IN . TN   . (CLLI AGSTKYXA--DSLAM AGSTKYAGSTDAT CIRCUIT /BB/TOLLER, CELONA/) What is your MSS Login ID  Customer Acct Number NA PSR  NA ",Training
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) PSR  NGMNS ALL TASK COMPLETED BUT THE DD TASK IS STILL SHOWING PENDING.  This is  cancelled order and we can not complete the order until the task is ready and can be signed off. It seems all the delegation task have been removed in NGMNS What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) STUCK IN DELEGORD EXCEPTION QUEUE//RETURN CK  AND     PHONE  NEED TO PUSH PSR THEN DISCONNECT ACCOUNT PLEASE INCLUDE THESE NOTES IN EMAIL What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) CANT VALIDATE; ERROR NO DATA FOUND. (TN -PIN ) What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) PLEASE SEE SCREENSHOT -- CH   &  all groomed off the DS on ISR -SNAN.  Please update CHs to show as Unassigned.  CH   CHRIS MURFIN - GROOM COMPLETE Circuit /HCXX// /IOR / WORKED / TECH     MONITORED PRE-GROOM STATUS VIA PE.SNAN-TX SERIAL ///   Tue Feb   CST   CH   BRUCE HILL GROOM COMPLETED FOR CKT /HCXX// /IOR / PRE-GROOM STATUS Mon Feb   CST   CH   BRUCE HILL GROOM COMPLETED FOR CKT /HCXX// /IOR /  PRE-GROOM STATUS Mon Feb   CST   What is your MSS Login ID  ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) CUST STUCK ON PINS IN DIFF DSLAM PINS   &  NEED TO REMOVE PINS What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) PINS STILL SHOWING IN EQ INVENTORY AND  HAS ALREADY BEEN DISCONECTED. PLEASE CLEAR PINS  & . (TN --CLLI AGSTKYXA-- DSLAM AGSTKYAGSTDAT--CIRCUIT /BB/EDWARDS, KAYLA/) What is your MSS Login ID  Customer Acct Number NA PSR  NA ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) ERROR AN ERROR OCCURED DURING THE CUSTOM PRE-VALADATION PROCEDURE - DB ERRORORA-NO DATA FOUND  What is your MSS Login ID  Customer Acct Number  PSR    ",Data
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Error An Error occurred during the Custom Pre-Validation Procedure - ORA- Same TN or Customer has an Open Order in NextGen MSS.  Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS.  What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) STUCK IN EXCEPTN; ERROR COULD NOT ASSIGN CONNECTIONS. CANNOT INSERT NULL INTO (ASAP_COMP_REL_NS_COMP_ID_CHILD) (TN -MATCH MIROR TO ) What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) STUCK IN BBCOMP; ERROR DLRD TASK IN REMASGN QUEUE WAS NOT PROCESSED PROPERLY. PLEASE RE-OPEN DLRD TASK AND COMPLETE AGAIN. (TN   -ONCE THIS PSR IS COMPLETED--MAKE NEW PRS AND ASGN TO CORRECT BLOCK)  What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) stuck in BB COMP QUEU PHONE  NEED TO DISCONNECT SVC PLEASE INCLUDE THESE NOTES WITH EMAIL What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) UNABLE TO COMPLETE REMASGN   Error An Error occurred during the Custom Pre-Validation Procedure - ORA-  Same TN or Customer has an Open Order in NextGen MSS.  Please complete the Open Order in NextGen  MSS and try to Validate in hWIN MSS. phone   What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Error An Error occurred during the Custom Pre-Validation Procedure - ORA- Same TN or Customer has an Open Order in NextGen MSS.  Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS. tn  What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) WORKING MODASGN TASK TO CHG PIN TO BLK , PIN .  NGMSS WILL NOT ALLOW ME TO UNASSIGN BLK , PIN  AND ASSIGN PIN .   What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) TN=/UNABLE TO ACCESS IN BBCOMP QUEUE TO COMPLETE/NEED TO DISC CUSTOMER What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Cancel didn' replicate PSR  NGMSS  is set to cancel in  but NOT in NGMSS - Hedrick Gardner - Wilmington What is your MSS Login ID  PSR    ",Miscellaneous
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) NO SPECIFIC ERROR. JUST MANY PINS FOR SAME CUSTOMER THAT SHOW CANCEL BUT WILL NOT DISAPPEAR., THEY ARE HUNG PINS.  TN -  SEE ATTACHMENT PLEASE  (CLEANUP) What is your MSS Login ID  Customer Acct Number  PSR  UNKNOWN ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) IN SERVICE CHILDREN  TN -   (CLEANUP - DISCONNECT) What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Customer Acct Number  PSR  ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to complete DLRD task . Getting below error message. Task in REMASGN Work Queue,  Telephone , Error MessageThe circuits for this service request are not complete. Please complete (or reverse if the order has been cancelled) the required engineering before completing this task. The <DLRD > on row < > is violating the constraint.  What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to Validate PSR. Getting below error message. ,  Telephone , Error MessageError An Error occurred during the Custom Pre-Validation Procedure - ORA- Same TN or Customer has an Open Order in NextGen MSS.  Please complete the Open Order in NextGen MSS and try to Validate in hWIN MSS.  What is your MSS Login ID  Customer Acct Number  PSR    ",Training
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) On NGMSS Order , the wrong  circuit was pulled into the schematic design on the .  Because that order is now being canceled, and there is an in-service  on it, the DD will not complete.  There is an error about pending child circuits.  NG will not allow me to do  redesign to move this connection.  Can someone for it to let me do that or DD the order  Thanks What is your MSS Login ID  PSR  NG  ",Miscellaneous
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) ORA- PIN TO WHICH THE CUSTOMER IS ASSIGN IS NOT COMPATIBLE FOR THE SELECTED SPEED PRODUCT. PLEASE ASSIGN  COMPATIBLE PIN What is your MSS Login ID  Customer Acct Number  PSR    ",Training
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) NOT ABLE TO  QUAL FOR DUAL QUAL IN DSLAM What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) ReturnCd  - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution.  Message Exception Thrown Importing Order.  Message Unable to process item Actiontec -VDSL Product group . Miscellaneous Error Unable to copy item  to the order as the Service Item is on another open PSR Order. The Preference to Copy Pending PSR Items is set to No..  Error Code Miscellaneous Error Unable to copy item  to the order as the Service Item is on another open PSR Order. The Preference to Copy Pending PSR Items is set to No.Error Code Unable to process item Actiontec -VDSL Product group . Miscellaneous Error Unable to copy item  to the order as the Service Item is on another open PSR Order. The Preference to Copy Pending PSR Items is set to No..  TN -   (CLEANUP, REMOVE EXTRA PIN) What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to complete DD task . Getting below error message. Task in BBCOMP Work Queue,  Telephone , Error Messageunable to complete BBCOMP in hwin What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) WILL NOT ALLOW TO UNASSIGN PINS ,, AND ASSIGN TO  AND  What is your MSS Login ID  Customer Acct Number  PSR    ",Training
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to close DELEGORD task What is your MSS Login ID  Customer Acct Number NA PSR   ",Miscellaneous
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) ISR GROOM CIRCUIT REMMOVAL What is your MSS Login ID  ",Training
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) UNABLE TO COMPLETE MODASGN ORA- ERROR WHILE WORKING VCONDES. ERROR ORA- THE PATH OF DSLAM UPLINK../NQQ/HNTNTXLDAT/DLLSTX WHERE THE CUSTOMER IS GOING TO BE PROVISIONED IS NOT VALID. What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to complete DD task . Getting below error message. Task in BBCOMP Work Queue,  Telephone , Error Messageunable to complete BB COMP in HWIN What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) ReturnCd  - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution.  Message Exception Thrown Importing Order.  Message The customer  has account status DISCONNECTED or PENDING DISCONNECT or SUSPENDED. Orders cannot be entered for this customer.  Error Code The customer  has account status DISCONNECTED or PENDING DISCONNECT or SUSPENDED. Orders cannot be entered for this customer.    What is your MSS Login ID  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) The  Cancelled Supp code does not show up on NGMSS PON , but it does show up on the associated hPAE  PSR .  Therefore,  am unable to complete the cancellation process on  NGMSS PON .  Please correct. What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Error - Incomplete Gateway Event found on the LEGACY DD Task. NGMNSS DD can not be completed until after teh legacy dd gateway events are completed.  PSR  is ready in DD in HPAE but it says it can' complete until NGMNS Order completes. What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) ORA- ERROR WHILE WORKING VCONDES. ERROR ORA-. COULD NOT CREATE VIRTUAL ASSIGNMENTS. ORA-. CANNOT INSERT NULL INTO (ASAP. NS_CON_REL_CA_VAL. CA_VALUE)  TN= FOUND CUSTOMER LIKE THIS IN  What is your MSS Login ID  Customer Acct Number  PSR   ",Miscellaneous
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) KY/HCGS// /WINN/ , Issue  (Order DISC) - This is  disconnect circuit at the DLRD task.   tried to process this and received an error in the CLR/DLR.  've included  copy of the error.  It will not let me process and complete the DLRD.  Please fix. What is your MSS Login ID  ",Data
"Alternate contact phone number for yourself, if applicable -- Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) ISR Groom Circuit Removal. Please remove the circuits listed from the ISRs per the attachment. What is your MSS Login ID  Customer Acct Number / PSR  / ",Training
"Alternate contact phone number for yourself, if applicable  Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.)  did  SUP to cancel but it is  not showing up in ngmss as  cancel What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Alternate contact phone number for yourself, if applicable  Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Please see attached screenshot What is your MSS Login ID tnr Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to complete PCONDES task . Getting below error message. Task in MOSASGN Work Queue,  Telephone , Error Message v_return_cd - v_return_textORA- cannot insert NULL into (ASAP.NS_CON_REL_CA_VAL.CA_VALUE) What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Phone   missing bras infomation, techs unable to see in dsl vision What is your MSS Login ID  Customer Acct Number  ",Training
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Getting error for TN  and   cannot be moved to DSLAM MLRSFLELIZDCL due to the customer' incompatiable speed profile of /.  EWO What is your MSS Login ID  ",Data
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) order stuck in NSP QUEUE customer  What is your MSS Login ID  ",Training
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.)  AM UNABLE TO CLOSE THE DUE DATE TASK FOR THE FOLLOWING REASON  This order includes circuits which are not in the appropriate status for the circuit activity. Another order must be completed against these circuits to change them into appropriate status before this order can be due date completed.   The DD on roe   is violating the constraint.   The order number is . The circuit ID is -DAT-.  What is your MSS Login ID  PSR  ISR  -NNI ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) ReturnCd  ReturnText One or more required Addresses have not been delegated to NGMSS What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Alternate contact phone number for yourself, if applicable - Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) ATTEMPTED TO CANCEL ORDER STUCK IN ADDASGN WOULD NOT ALLOW COMPLETION IN HWNN NOR IN NEXTGEN PHONE  -- What is your MSS Login ID  Customer Acct Number  PSR   ",Miscellaneous
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Unable to complete DELEGORD task. Getting below error message. Task in EXCEPTN Work Queue, Telephone , Error MessageReturnCd  - ReturnText Unable to create delegated PSR Order in NGMSS. Error returned from API. javax.xml.ws.soap.SOAPFaultException org.openuri.WSException_Exception Exception thrown during Order API execution.  Message Exception Thrown Importing Order.  Message Unable to validate item  Product group .  Error Code Missing Data servItemID is required  for DISCONNECT orderitem.Error Code Unable to validate item  Product group . What is your MSS Login ID  Customer Acct Number  PSR   ",Delegation
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) ISR -CAPB.  THIS ORDER WAS CREATED TO REPLACE ORDER -CAPB.  NEEDED TO RETAIN CKT ID AAAD, BUT UNTIL -CAPB WAS COMPLETE, WE COULD NOT REUSE THAT CKT ID, SO WE CREATED CKT ID AAAD-DS INSTEAD ON THE NEW ORDER.  -CAPB SHOULD NOW BE CANCELLED, LEAVING ONLY -CAPB AND CKT AAAD-DS.  CAN WE REMOVE THE -DS FROM THE CKT ID LEAVING ONLY AAAD  THIS WILL RESOLVE ANY FURTHER CONFUSION ON THE CKT ID.  What is your MSS Login ID  PSR  ISR -CAPB ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.)  SHOWS AS  DISCONNECTED  IN MIROR & HWIN.  HOWEVER, IT IS STILL ASSIGNED TO BLK , PIN  IN NGMSS.  PLEASE CLEAR THIS PIN IN INVENTORY SO IT CAN BE USED FOR .   What is your MSS Login ID  Customer Acct Number  (DISCONNECTED) PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) DD on pon   won' complete in NGMSS because of attached screenshot What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) ISR GROOM CIRCUIT CONFLICT REMOVAL - Please remove the following circuits from their ISRs.  Thank you  /HCGS///PUA /DS  ISR  -SMFR   /HCGS//   /IOR /   ISR  -SNAN  /HCGS///PUA /DS /HCGS///PUA /DS  ISR  -MMPH  /HCGS///PUA /DS  ISR  -WASH  /HCGS///PUA /DS /HCGS///PUA /DS /HCGS///PUA /DS /HCGS///PUA /DS  ISR  -RLGH What is your MSS Login ID  ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) TECH CALLED IN ON BB UPGRADE TO MB- RECORD IN PROGRESS-CANCELLED THIS & TRIED TO MODIFY BUT RECORD DOESN' SHOW SPEED CUST IS CURRENTLY ON-TRIED TO DISC BB SVC & ADD NEW BUT GOT ERROR MESSAGETHERE ARE IN SERVICE CHILDREN THAT ARE NOT ON THE ORDER. THE ITEM CANNOT BE DISCONNECTED/TN What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) TECH CALLED IN ON BB UPGRADE TO MB- RECORD IN PROGRESS-CANCELLED THIS & TRIED TO MODIFY BUT RECORD DOESN' SHOW SPEED CUST IS CURRENTLY ON-TRIED TO DISC BB SVC & ADD NEW BUT GOT ERROR MESSAGETHERE ARE IN SERVICE CHILDREN THAT ARE NOT ON THE ORDER. THE ITEM CANNOT BE DISCONNECTED What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) ERROR WHILE WORKING VCONDES. Error ORA- no data found.  psr wont complete out of modasgn  What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) TN=/UNABLE TO VALIDATE PSR/ERROR=AN ERROR OCCURRED DURING THE CUSTOM REVALIDATION PROCEDURE/ORA SAME TN OR CUSTOMER HAS AN OPEN ORDER IN NEXTGEN MSS. PLEASE COMPLETE THE OPEN ORDER IN NG MSS AND TRY TO VALIDATE IN HWIN MSS/THE PR IN NG IS IN DUEDATE COMPLETE/BUT CANNOT ACCESS TASK MAINTENANCE TO COMPLETE What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.)  - order stuck in nsp queue What is your MSS Login ID  Customer Acct Number  ",Training
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) stuck in NSP queue What is your MSS Login ID  Customer Acct Number  ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) UNABLE TO COMPLETE MOVE  v_return_cd - v_return_textCould not assign connectionsORA- cannot insert NULL into (ASAP.NS_COMP_REL.NS_COMP_ID_CHILD) PHONE = What is your MSS Login ID  Customer Acct Number  PSR   ",Miscellaneous
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) open psr  and can' perform new psr to cancel  record, sup type of cancel was applied to this order on // still has dslamus task and bbcomp tn  psr  acct  What is your MSS Login ID  Customer Acct Number  PSR   ",
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) the MSS FT TO BB is not found on the account.  TN -   (FROM CALL/BOND/SEE MIROR) What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) TRYING TO CREATE MODASGN TASK. NGMSS SHOWS OPEN CHGS STILL PENDING.  SHOWS AS IN DSLAM READY.   What is your MSS Login ID  Customer Acct Number  PSR  NGMSS   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) ORA- ERROR WHILE WORKING VCONDES. ERROR ORA- CANNOT INSERT NULL INFO (ASAP.DESIGN.ISSUE_NBR)  TN= What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) This order is already open by )  at //   BOT IS LOCKED INTO  RECORD.  What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) UNABLE TO CREATE PSR DELEGATED ORDER  What is your MSS Login ID  Customer Acct Number  PSR   ",Delegation
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) ORDER IS STUCK IN THE DSLAM QUEUE IN NEX GEN AND .. NEEDS PUSHED SO RECORD WILL SHOW IN AQUARIUM What is your MSS Login ID  Customer Acct Number  PSR   ",Delegation
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) trying to validate psr and get error message of an open order in nextgen however order shows complete What is your MSS Login ID  Customer Acct Number  PSR    ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) TN=/UNABLE TO VALIDATE PSR/ERROR=AN ERRO OCCURRED DURING THE CUSTOM PREVALIDATION PROCEDURE.  ORA  THE MSS FTTOBB IS NOT FOUND ON THE ACCOUNT. What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) EXCPTN QUEUE  v_return_cd - v_return_textCould not assign connectionsThe required Ethernet uplink or FTTP pins are not found in wire center JFSNGAP for the speed product.Please lower the speed as it is not supported. What is your MSS Login ID  Customer Acct Number  PSR    ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) STUCK IN DELEGORD  EXCEPTION //  PHONE   NEED TO DISC PLEASE INCLUDE THESE NOTES WITH EMAIL What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Alternate contact phone number for yourself, if applicable  Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) mss ft to bbd is not found on the account phone --  What is your MSS Login ID  Customer Acct Number  PSR   ",Data
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) --  ERROR-SAME TN HAS OPEN ORDER IN NEXTGEN  What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (hWIN & TSG) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) MSS ACCOUNT IN PENDING STATUS IN HWIN.  NEED TO CLEAR ERROR SO ACCOUNT CAN BE DISCONNECTED TN  What is your MSS Login ID  Customer Acct Number  PSR   ",Training
"Which MSS instance are you reporting this issue for MSS (NextGen) What type of issue are you reporting Another issue Description of problem (attach screenshots of any errors, etc.) Receiving message when trying to complete DLRD task for order .  Attachment added.   What is your MSS Login ID  ",Data
